topics,Cluster,Top_Words,Metadata,2013-03-01,2013-03-02,2013-03-03,2013-03-04,2013-03-05,2013-03-06,2013-03-07,2013-03-08,2013-03-09,2013-03-10,2013-03-11,2013-03-12,2013-03-13,2013-03-14,2013-03-15,2013-03-16,2013-03-17,2013-03-18,2013-03-19,2013-03-20,2013-03-21,2013-03-22,2013-03-23,2013-03-24,2013-03-25,2013-03-26,2013-03-27,2013-03-28,2013-03-29,2013-03-30,2013-03-31,2013-04-01,2013-04-02,2013-04-03,2013-04-04,2013-04-05,2013-04-06,2013-04-07,2013-04-08,2013-04-09,2013-04-10,2013-04-11,2013-04-12,2013-04-13,2013-04-14,2013-04-15,2013-04-16,2013-04-17,2013-04-18,2013-04-19,2013-04-20,2013-04-21,2013-04-22,2013-04-23,2013-04-24,2013-04-25,2013-04-26,2013-04-27,2013-04-28,2013-04-29,2013-04-30
X244,4,lebanon hezbollah lebanese mikati syria salam ahmadinejad president ite sunni shi beirut minister prime march war civil group government ,,NA,0.0002310504,0.0012811452,0.0006803504,0.0012499564,0.0003620649,0.0007225631,0.0010786682,0.0002126627,0.0001128742,0.0001025654,0.0008687073,0.0020338656,0.0013150761,0.0036816041,0.0006561067,0.000676253,0.0016133992,0.000601738,0.0022725315,0.0011691816,0.0023542738,0.0002541891,0.0007839225,0.0036868763,0.0179506424,0.0211530047,0.0020543998,0.0015775704,0.0002062157,0.0010598177,3.68303033427827E-005,0.001065707,0.0021804308,0.000973431,0.0012807704,0.0001863111,0.000046267,0.0013335335,9.03897793766323E-005,0.0008984102,0.0010002706,0.0006331926,0.00050122,0.0020954141,0.0009657481,0.0003521673,0.0055184919,0.0008910143,0.0021462694,0.0011936588,0.0006507923,0.0005222966,0.0023769021,0.0012034481,0.0001330746,0.0006992241,3.49458511352994E-005,8.62018831978034E-005,0.0045124072,0.0026337855
X245,5,west texas plant fertilizer blast explosion fire people town safety homes firefighters waco home federal emergency state nitrate authorities ,,NA,0.000169432,5.78904162436168E-005,0.0024994537,0.0022764262,0.0003187519,0.0025238722,0.0001134997,2.59504040659628E-005,3.64936386020539E-005,0.000031933,3.63796960598893E-005,0.0002416104,0.000028177,0.0026199756,3.30813927089895E-005,8.65662928864945E-005,0.00063934,0.0002921802,0.0029374356,0.002772325,0.0004863718,4.11577982153817E-005,2.7694232894912E-005,0.000579933,0.0006215318,0.0005846417,0.0003238312,0.00003623,1.89232828673142E-005,1.84325285605413E-005,3.30657754155851E-005,0.0034431256,2.10831493102943E-005,5.14512612919274E-005,0.0028632564,5.1924184943242E-005,0.0007667284,0.0029080609,0.0043875862,0.0007380929,0.0006987528,0.0002409909,2.03357914182081E-005,0.0007852777,0.003048324,0.0005108635,0.002831376,0.0008099557,0.0001330339,0.000028269,0.0004998477,0.0005892252,0.0005254038,0.0007381107,0.0013302007,0.000094033,0.0001457697,0.0003283086,0.0010127805,0.0006837541
X246,5,drone cia brennan administration drones strikes intelligence obama paul senate vote american director holder records confirmation washington citizens committee ,,NA,2.83919006431562E-005,0.0058304218,0.004194508,0.0021398259,0.0010934406,0.0015165611,0.0135686776,0.0020166844,0.0044920902,0.0162256446,0.0358372671,0.0378703483,0.0090717982,0.0020917437,0.001310918,7.83194857770824E-005,0.0013571709,0.0005035575,3.78844708730282E-005,7.3233258604604E-005,9.8902639256753E-005,0.0020515618,0.0005621396,7.59503013354067E-005,0.0003874739,0.0004248594,0.0008460429,0.0002884394,4.43192397904514E-005,2.82836654506389E-005,8.39305890390113E-005,0.0010346805,0.0003516074,0.0001170822,8.90937303856251E-005,3.85845123788682E-005,0.0006688891,6.25567862746614E-005,6.37760984220113E-005,0.0001564417,0.0002091869,0.0010500025,0.0036693284,0.0006938559,5.08656424990843E-005,0.0001950614,0.0001459613,3.21662037880064E-005,4.01174053293791E-005,6.49915171561331E-005,2.69842264866788E-005,0.0002600618,0.0002039935,3.83125707074717E-005,0.0005256442,0.0001995913,2.63254801152167E-005,8.9386404339228E-005,0.000033132,0.0004051982
X247,5,warsaw gks lubin zaglebie league april march ruch krakow chorzow lech gdansk poznan belchatow szczecin pogon bialystok jagiellonia wisla ,,NA,0.000045632,0.0004131191,0.0002461332,5.22787335186583E-005,8.74765452515281E-005,7.88662266703191E-005,3.90453876724325E-005,5.09230866702251E-005,0.0002154141,0.0002510991,4.75574512960755E-005,7.42928293452341E-005,9.99907336441908E-005,0.0003359018,8.6216849811768E-005,4.39514973153719E-005,0.0008095878,0.0002722415,0.0006481449,0.0002071021,0.0002827739,0.0006730702,0.000054345,0.0007440292,0.0002900879,0.0001778181,7.70646174415064E-005,0.0002399922,7.84831904876839E-005,3.61705832037887E-005,0.0002051631,0.0008534024,6.95624523509201E-005,0.0096891781,0.0012499578,0.0004576096,0.0003927033,0.0066152282,0.009748068,0.006920942,0.0093602733,0.0142556724,0.0346320982,0.0263559259,0.0211260791,0.0001098124,0.0003226675,0.0006874571,0.0005606168,0.000292667,0.0010302211,0.0001904536,0.0002355654,0.0001594648,0.0009745323,0.0016063614,0.0038354273,0.001418576,0.0005161186,5.18028717174724E-005
X248,5,mugabe president zimbabwe elections election tsvangirai constitution presidential year azerbaijan power pf zanu referendum harare mdc vote expected political ,,NA,0.0170503661,0.0120182171,0.0087854653,0.0042500819,0.0078248298,0.0039661462,0.0033763021,0.0002212629,4.09088540694065E-005,0.0017950171,0.0044959012,0.0032406045,0.0014978024,0.0009846473,2.89455890631902E-005,0.0044377971,0.0009100191,0.004531357,0.0029088621,0.0065561323,0.000841988,0.0131101843,0.0220631036,0.0006385205,0.002794965,3.76201471342818E-005,0.0028480592,4.48622571367268E-005,0.0001141687,0.0059117984,0.002383031,0.0015124494,0.0009915836,0.0007156875,0.0047766767,0.0017039944,5.36207233709325E-005,0.0014608957,0.003181784,0.0013531174,0.0013846884,0.0051390881,0.0002368867,0.0017044356,0.0008080968,0.0001996229,7.21782425307903E-005,0.0011437469,0.000182293,4.85134843813794E-005,0.0002396004,0.0007455212,0.0040783416,0.0017015196,0.0052436214,0.0003665038,0.0031804637,0.0054920606,0.002769845,0.0025716498
X249,5,pakistan musharraf pakistani taliban islamabad court military army arrest karachi power years police general country president khan judges election ,,NA,0.0094145114,0.0051226623,0.001975923,9.57358359149578E-006,8.99649296409177E-006,9.69710706723332E-006,0.0039137922,0.007341876,0.0046593643,0.002153706,1.35691939889283E-005,9.61469223834068E-006,4.60477415374442E-005,0.0038460158,0.0071760637,0.0045647122,0.0024291561,0.0001517352,3.06820563149224E-005,1.12065182595114E-005,1.06428411156388E-005,1.00528582579711E-005,1.22088999579866E-005,9.60034628157137E-006,0.0001103811,3.68276110041932E-005,0.0049559763,1.1524355987345E-005,0.0069756588,8.12591191900186E-006,0.0103114315,9.10036505388063E-006,3.21048793378829E-005,6.97046699358356E-006,0.0044046559,0.0083073628,0.0051494246,0.0022670114,9.13140291124467E-006,1.06513818652652E-005,7.69753879291542E-006,0.0040566469,0.0076815033,0.0053580139,0.0019142347,1.31541764069281E-005,1.03085081195163E-005,9.24136721975334E-006,0.0035211296,0.0068970189,0.0046733634,0.0018830252,1.02014020182595E-005,0.000030818,9.22016093210685E-006,0.0045248725,0.0088239059,0.0056988847,0.0025178798,4.6176095969318E-005
X250,6,cyprus bank euro bailout banks deposits billion cypriot zone island euros deal european financial depositors banking percent levy parliament ,,NA,0.0029301847,0.000861649,0.0010483218,0.0015321493,0.0031112309,0.0084074309,0.0097675033,0.0462706053,0.0011843556,0.0089372372,0.001773472,0.0001388012,0.0010930854,0.0029369727,0.0098493803,0.0010321323,0.0009469775,0.0013356765,0.003978304,0.0007272589,0.0003254358,0.0002875307,0.0002657851,0.001891417,0.0034391603,0.002292088,0.0043626083,0.0095391657,0.033252876,0.0083481519,0.0038092598,0.0003773624,0.0014855295,0.0012961194,0.0010208357,4.62923818609399E-005,3.6437367127127E-005,0.0014468146,0.0133802965,0.0004936857,7.5021808443265E-005,0.0002247231,8.9489081266873E-005,9.27025064443902E-005,0.0001973383,0.0007220421,8.05952461262794E-005,0.0009849418,5.43274940316866E-005,5.20424944877536E-005,3.23747545252783E-005,0.0005346645,0.0008966469,0.0004353591,0.0008478271,0.0033396124,0.0012560982,0.000188782,0.0014197055,4.8599357400685E-005
X251,6,britain osborne bank england british uk boe sterling pounds london government budget minister inflation finance economy george carney cameron ,,NA,0.0004874014,0.0021139491,0.0006936629,0.0004865906,0.0014652099,0.0008650915,0.0010527503,0.0010459188,0.0005156298,0.0008025179,0.0005391089,0.0011003476,0.0019945974,0.0009192161,0.0005634196,0.0008734466,0.0022552483,8.92665434336264E-005,0.0010934788,0.0040383259,0.0025800845,0.0040372575,0.0001455095,0.0009723395,0.0010393064,0.0017749007,0.0012235296,0.0009428379,0.0005279272,0.0007966988,0.00113688,0.0006410996,0.0002989516,0.0007574179,0.0006043637,0.0066247525,0.0064560107,0.0019567632,0.0014026769,0.0016711454,0.0028028925,0.0006428999,0.0005331014,0.0003773989,0.002721272,0.0014207248,0.000604822,0.0011662683,0.0003177252,0.0003838407,0.0018929413,0.0016946147,0.0024175788,0.004981003,0.0025403892,0.0012800891,0.000958546,0.0022915157,0.0009364774,0.0036570667
X252,6,city local town home area street residents people open road small visitors village house day building built years hotel ,,NA,0.0002684373,0.0003796884,0.0034458435,0.001142477,0.0014017586,0.0019930466,0.0017070609,0.0006950891,0.0004847812,0.0021019472,0.0017773802,0.0015219454,0.0019300436,0.0008954481,0.0008237021,0.0024213884,0.0011707395,0.0023150731,0.0020803205,0.001472807,0.0018775164,0.0043821257,0.0099690181,0.0036197064,0.0104155953,0.0036903848,0.0040602972,0.0054686221,0.0019673958,0.002727831,0.0006568613,0.0009060473,0.00059371,0.0021114124,0.003530082,0.0014268329,0.0028596724,0.0015255911,0.0046992405,0.0022456677,0.0018150917,0.0009846766,0.0011662262,7.06778052535931E-005,0.0048072235,0.0006999007,0.0006500653,0.0013505774,0.000968797,0.0001408659,0.0011062638,0.0011808209,0.0003886663,0.0009732888,0.0006520171,0.0016792197,0.0002660911,0.0001985754,0.0001964956,0.0008178785
X253,6,par round shot tour lead day holes hole birdies golf open bogey birdie back shots play pga champion guan ,,NA,2.64601990765011E-005,2.91145157787566E-005,0.0001696281,0.0002826444,0.0001391573,0.004194231,2.84543428675552E-005,0.000815367,0.0015195102,0.000465479,0.000595588,0.0007221808,0.0001266007,0.0002571045,8.267650025016E-005,0.0002717485,9.90626525051408E-005,0.0002046713,0.0004423672,4.87159466583276E-005,9.05274761855667E-005,0.0015479412,0.000039604,0.0117840729,0.0117958954,0.0057125588,0.0001785126,3.73834076968598E-005,2.70611281676475E-005,0.0001377047,0.0001196634,0.0003295896,0.0001116536,2.26112252818973E-005,0.0001119535,0.0084976097,3.82057099454339E-005,0.0001521219,0.0163678432,0.0043997915,5.3554355662285E-005,0.0024197853,0.0002673174,0.0058381799,0.000076103,0.0379911588,0.0021822436,0.0008554629,0.0031721811,0.0309169035,0.0062733661,0.0086657748,0.0001182602,0.0055775817,5.46355290860997E-005,3.31208708473261E-005,0.0002498637,2.74354932817526E-005,0.000179364,0.0047189191
X254,6,billion fund deal company group sale investors percent business stake shares investment assets sell equity firm market capital buy ,,NA,0.0002894106,0.0020950484,0.0100055533,0.0069478384,0.0036807674,0.0035421868,0.0025635791,0.0015257601,0.0007188507,0.003965658,0.0066280803,0.0023219828,0.0031775807,0.003454956,0.0011809613,0.0002783848,0.0054895167,0.0038551478,0.001195836,0.0028111212,0.0015771658,0.0008740169,0.0007247587,0.0010843868,0.0032105336,0.0038016646,0.0013299152,0.0014049866,0.0007170433,0.0008049261,0.0024713922,0.0007430856,0.0012532619,0.0003521494,0.001829525,0.0013054178,0.0007779118,0.0006583176,0.0017406791,0.0028034609,0.001656289,0.0009119715,0.0020074316,0.0010409739,0.0015522312,0.0020932471,0.0007865243,0.0015844416,0.0010870254,0.0003503574,0.0004013017,0.0008769111,0.0011151137,0.0019008713,0.0038820581,0.0031895376,0.0005353604,0.0016105042,0.0056342832,0.0081121496
X255,6,moscow rubin zenit krasnodar st kazan anzhi league petersburg europa makhachkala terek cska leg basel russian spartak benfica dynamo ,,NA,0.0019198181,0.0027798002,0.0070982147,0.0066261972,0.0052168736,0.0033059224,0.0050289719,0.0017153221,0.0027874796,0.0025218277,0.0014414869,0.0021326442,0.0033374361,0.007407627,0.0034502334,0.0071261175,0.0024063533,0.0022913425,0.0070729645,0.0047235736,0.008183192,0.0024089078,0.0002001503,0.0022494822,0.0051459402,0.0111470174,0.0221209729,0.0333693413,0.0101667475,0.005064576,0.0004990297,0.0067727396,0.0008788677,0.0073351679,0.0037643843,0.0022999253,0.0013878149,0.0012566233,0.0076198038,0.0029348289,0.0032140446,0.0054743562,0.0041624251,0.0030029129,0.002342539,0.0031760771,0.0039148352,0.0070840569,0.0114603326,0.0146493706,0.0028157255,0.0183208189,0.0070708038,0.0058028505,0.0024780449,0.0020939789,0.0034089357,0.0012884136,0.0054498727,0.0006549808
X256,7,earthquake quake people magnitude km iran city miles struck killed bushehr felt damage ya area reuters buildings geological lushan ,,NA,9.57955768724189E-005,2.89500638300052E-005,2.55322172767214E-005,0.0009113056,0.000246031,0.0003699095,0.0001689375,3.69006057550269E-005,2.59288428464302E-005,0.000177822,0.0014525575,7.60547059143829E-005,0.0001641512,0.0001643493,2.39839170316855E-005,0.0017074024,0.0015961583,0.0002597886,0.0030238051,0.0035578642,0.0127677992,0.0263563903,0.0567418572,0.0376788308,0.0059344916,0.0015834449,0.0054186383,0.0158998143,0.0046085108,0.012297309,0.0036771542,0.0011479897,0.0049180901,0.0015160424,0.0003117792,0.0005001017,0.0007956103,3.26496012272304E-005,0.0001329856,5.65093305142345E-005,9.5323887438633E-005,0.000625112,0.0015196017,0.0016566117,0.0010879889,0.0014534919,0.0001160431,0.0017208693,0.0001136685,0.0001131422,2.5006249974201E-005,0.000061345,0.0008588044,0.000760808,5.244629104623E-005,0.0006282627,0.0006200125,0.000063155,2.54394518552619E-005,0.0002088961
X257,7,council security united resolution nations ban diplomats sanctions draft luxury western nichols louis charbonneau ambassador goods diplomat michelle general ,,NA,0.0008433242,0.0013805214,0.0004813407,1.33418343492197E-005,0.0001849511,0.0022322083,0.0003249736,1.59430838427446E-005,1.12026810126191E-005,0.0004072688,0.0041467048,0.0034988924,0.0001324591,0.0001530034,0.0002629772,0.000145132,0.0006073733,0.0003487633,0.0002232584,0.0003267097,0.0003381591,1.40097559427149E-005,1.70144355317842E-005,0.000285705,1.51668652398572E-005,0.0007959922,0.0001285253,0.0006956391,1.16258492379035E-005,9.49421667224194E-005,1.11087042122465E-005,0.0004579428,0.0003785097,5.1077329412886E-005,0.0018794622,1.54486468506473E-005,1.21598413018652E-005,0.0009363307,1.27256072768854E-005,0.0004733575,0.0006160813,2.86585487382681E-005,1.24936485291304E-005,0.0018848649,0.0006369879,0.0005256246,0.0005181276,0.0002092694,0.0001827996,0.0001007328,1.08040703336423E-005,3.11463340860522E-005,0.0002730395,0.001107066,0.0008947773,0.0004183364,7.98765512113326E-005,4.32656111237134E-005,3.01928696350364E-005,0.0002642144
X258,7,gold percent commodities prices sell ounce global monday commodity metals growth oil london silver low investors china bullion funds ,,NA,0.0081459052,0.0016676595,0.00568369,0.0074238493,0.0111098528,0.0030316022,0.0021594862,0.006695157,0.0036330706,0.0078282571,0.0182618792,0.0156703506,0.0014623179,0.0087999066,0.0031431747,0.0040349137,0.0006462995,0.0017580939,0.0008938885,0.0008545819,0.0009517482,0.0015138802,0.0023786653,0.0019877024,0.002104711,0.0015953487,0.0048401885,0.0049555087,0.0029735507,0.0029198555,0.0081118198,0.021308554,0.021150985,0.0058348847,0.0028231906,0.0087466734,0.0035291148,0.0095183483,0.0191816481,0.0192887693,0.0031262574,0.0057438852,0.0022751434,0.0021811725,0.0002451294,0.0019134871,0.0013289462,0.0041284678,0.0020107687,0.0038999021,0.0027682282,0.00654756,0.0071407288,0.0050105557,0.0026278118,0.0045383644,0.0042448546,0.0021706496,0.0093963831,0.0130653127
X259,7,assad syrian syria al rebels damascus rebel forces army opposition fighters fighting bashar president government killed border sunni war ,,NA,0.0005114671,0.0024162581,0.0009028755,0.0006557759,0.0001837825,0.0106625061,0.001745025,5.19775308033986E-005,0.0034890732,0.0007276287,0.0003127042,0.0008707475,0.0168966294,0.007301211,3.71187768412565E-005,0.0018218633,0.0008823758,0.0002789128,0.0002017072,0.0001019559,0.0006416546,0.0011545258,6.79797367955693E-005,0.0002041086,0.0004005789,0.0005441492,0.0009008363,0.0002833671,4.67338487026318E-005,3.69195531061767E-005,0.0024132236,0.0014734024,0.0011106227,0.0304595704,0.0009800792,5.03655707685292E-005,0.0034895129,0.0005781599,0.0014910748,0.0017496295,0.0257944798,0.0048261241,0.0005757882,0.0017900197,0.0006007585,0.0005476401,0.0008822203,0.0009256647,0.0016991545,0.0001201528,0.0045272579,0.0004980425,0.0002676042,0.0013770127,0.0119961551,0.0016978927,0.0012363423,0.001186633,0.0008195958,7.77505686337315E-005
X260,7,australia australian sydney japan oman june lions group melbourne deans year jordan canberra world smith south uzbekistan michael patrick ,,NA,0.0003775744,0.0001978342,0.0007324208,0.0009582577,0.0004547597,0.000420451,0.0035637837,0.0003730989,0.0001525968,0.0004708977,0.0007624888,0.0014294866,0.003814224,3.73293056447898E-005,0.0011582576,0.0005562518,0.0099414127,0.0016148851,0.0027252603,0.0009370372,6.74855508489265E-005,0.000076531,0.0009295313,0.000662656,0.0007017047,0.0031742843,0.0007510024,0.0002056385,0.000269116,3.21425342017645E-005,0.0021297308,0.0011035974,0.0015578843,0.0019421236,0.0002932104,4.38487723934015E-005,0.0003968244,0.0016083212,0.0012737667,0.0006087255,0.0007225533,0.0002723096,0.0005652056,0.0004782199,0.0016668465,0.0013697503,0.0001066635,0.0017508744,0.0005220238,0.0002143363,0.0004298152,0.0020590433,0.0002289506,0.0013843821,0.0015175925,0.0014972141,6.22423126247102E-005,0.0005092916,0.0010970847,0.0002216182
X261,7,cars car sales vehicles toyota chrysler fiat ford million market motor vehicle auto recall gm year models automaker model ,,NA,0.0002638643,0.000098829,0.0017273505,0.0002067604,0.0003643891,0.0016084212,0.0004068148,0.0001137941,0.0001391483,0.000117422,0.0002817834,0.0011580419,0.0021254471,0.0101861012,9.8283831573757E-005,3.96883334776586E-005,0.0004298892,0.0026122107,0.0011922782,0.00039496,0.001076818,0.0001296947,0.0009371685,0.0005518816,0.0054873157,0.0020417363,0.002793868,4.18896635958227E-005,3.03231199428996E-005,2.95367235331903E-005,0.0001187707,0.0007220856,0.0004355194,0.0005411676,0.000421353,0.0005757268,0.0002966362,0.0014883137,0.0010329247,0.0004030484,0.0005222176,0.0002649152,0.000054092,5.44823255911903E-005,0.0006619621,0.0009076308,0.0002865913,0.0006819966,0.0003857186,0.0003795015,0.0002693647,0.0013148177,0.000064925,2.90323486629956E-005,5.99143159854907E-005,0.0004485712,0.0002506299,0.0004994632,0.0003541027,0.0004981935
X262,7,berezovsky london cas found death ban years court appeal banned life fixing statement icc asif butt british radioactive boris ,,NA,3.34364120173445E-005,0.0014229726,8.29224772453707E-005,0.0013298723,0.0054803635,0.0006272392,0.0002154895,5.55938897643588E-005,0.000485958,0.0010260281,0.0010209691,0.0004422013,0.0003074009,0.0002024454,0.0016739057,1.75347138751675E-005,0.0006412363,0.0004361725,0.0034816274,0.0004778991,6.65582349208145E-005,0.0133112479,0.0132593578,0.0008777679,0.0001036289,4.18831372334243E-005,3.6685329125407E-005,2.87925891798104E-005,0.0002053024,0.000369056,0.0002046939,0.0005669915,3.81781935536064E-005,0.0012986304,0.0017625328,0.0003266824,0.0003703274,0.0015684635,0.0003257028,0.0006534983,0.0004587359,0.0001534482,2.23981593040889E-005,0.0004898412,0.0002070277,0.0016597365,2.57549002883895E-005,0.0154018709,0.012823725,0.00833661,7.56048657182148E-005,3.07198843636369E-005,0.0036009215,0.0002114245,0.0001470576,0.0004377168,0.0006778315,2.11307351489336E-005,1.97046909957138E-005,0.0017539949
X263,8,refugees people million syria aid refugee syrian syrians turkey nations camp conflict war country humanitarian jordan lebanon children agency ,,NA,0.0046380037,0.0036880308,0.0030748894,0.0025909627,0.002263026,0.0013339981,0.0028652886,0.0034463319,0.0035864349,0.0033276351,0.0032879631,0.0035605483,0.0043028272,0.003963558,0.0056669033,0.0063750608,0.0041181573,0.0024584694,0.0029335324,0.0024617562,0.0029208522,0.00586401,0.0050403537,0.0039922543,0.0040518686,0.0036999178,0.0062871328,0.0044587634,0.0042425453,0.0049586948,0.0049407743,0.0038144918,0.0050981158,0.0043406601,0.0031823817,0.0060474674,0.0073311599,0.003800766,0.0070690671,0.0033183166,0.0034117604,0.0035569434,0.0049139147,0.0057471639,0.0060213247,0.0030583714,0.0042790689,0.0043657246,0.0030241687,0.0018883032,0.0097239672,0.0033534581,0.0022548824,0.00451388,0.0028408917,0.0027441761,0.0053627648,0.0043717652,0.0043230936,0.0038201591
X264,8,berlusconi centre left candidate election sex prodi party marini vote silvio parliament prime milan voting political fraud tax friday ,,NA,0.0021890223,0.0057318987,0.0064600248,0.0013698039,0.0005742244,0.0020318735,0.0031565922,0.0004491527,0.0003719501,0.0044785314,0.0006561339,0.0004723789,0.0044131121,0.0011286513,0.0003166991,0.003381044,0.0017025696,0.0106489226,0.0036324133,0.0005625475,0.0001557097,0.0003378993,0.0185358175,0.0002443332,0.0004940999,0.0012829755,0.000318839,0.005507133,8.78333549296667E-005,5.22270626735006E-005,0.0111255922,0.0010696165,0.0005122511,0.0003169696,0.0011018835,0.0068304033,0.0004481107,0.0026506277,0.0028847776,0.0019394784,4.37884345604508E-005,0.0030071765,5.28347498684298E-005,0.00412511,0.0083045149,0.0005476112,0.0004270967,0.0066043035,0.0053119156,0.0100341192,9.27281316222141E-005,0.0014165318,0.0180174632,0.0090843761,0.0075416691,0.0044795389,0.001403907,0.0013017651,0.0082008673,0.0004227275
X265,8,fifa football president committee soccer world al afc blatter executive asian cup body qatar member singapore bin match governing ,,NA,0.0003728462,0.0058760969,0.0078615473,0.0073675247,0.0142150035,0.0138427931,0.0151215538,0.0188428741,0.0229196558,0.0086014136,0.0128064738,0.0002450591,0.0001453744,0.0005555425,0.0002007688,0.0094670768,0.0092674495,0.0075250967,0.0072927542,0.0065125181,0.0142496611,0.0159660441,0.0295887983,9.31035618833144E-005,4.34664180913626E-005,4.83740660606529E-005,0.0001195643,0.000039286,2.84383959029795E-005,0.0160737277,0.0138266942,0.0135244204,0.008728529,0.012789346,0.0090698429,0.016445355,0.010661312,0.0003050445,6.59114641139526E-005,0.0004327287,0.0004184457,0.0001299228,3.05611500608243E-005,0.010762697,0.0001932285,9.24484334844371E-005,0.0075340873,3.98073085770986E-005,0.0004181467,4.24834162382421E-005,0.0089812213,0.0002225321,0.0077373491,0.0090447765,0.008165013,0.0090021424,0.0120196482,0.0171665248,0.000026886,9.30442114978362E-005
X266,8,percent poll survey conservatives party showed conservative labour trudeau ukip liberal people sunday polls left respondents time election liberals ,,NA,0.0002236469,2.32636545716114E-005,0.0099270793,0.0021351595,0.0007549586,8.94858407831204E-005,0.0002125113,0.000219772,3.49383951091052E-005,0.0004573432,0.000053682,0.0009602232,0.000571089,0.0001096368,7.64872968584702E-005,3.27446370190081E-005,0.0011348576,0.0004190381,0.0004745533,0.0003289664,0.0001996577,0.0002699241,3.16451476352767E-005,0.0001559466,2.82088517590272E-005,0.000592375,0.0004004834,9.67985122584181E-005,0.0003374238,2.10621500080238E-005,0.0003600371,3.38996205767134E-005,0.0001347217,3.56084816405409E-005,0.0021133203,0.0005092855,6.6612237783698E-005,0.0006102432,0.0006989282,3.37763436504943E-005,0.0001992798,0.0001430271,8.96794916573924E-005,2.01536740552429E-005,0.0025790329,0.0014899387,0.000326152,0.0005612677,0.003197141,0.0001564117,0.0001026223,0.0024652512,0.0071846815,0.0013293016,0.0118437334,0.0153200756,0.0056727059,0.0045360389,0.0005570992,0.0001263446
X267,8,building bangladesh people factory workers dhaka factories garment fire rana safety police owner collapsed plaza collapse told retailers low ,,NA,0.000420589,0.0008378604,0.0028116953,0.0042329763,0.0056897532,0.0065842428,0.0029051562,6.88214465862714E-005,0.000096395,0.0045393055,0.0013540726,0.0031796433,0.0021082374,0.0022318001,6.00262541766711E-005,0.0004665688,0.0040845979,0.0011649697,0.0016723931,0.0025065534,0.0027061077,6.0475857732946E-005,0.0015441014,0.004346645,0.0046004319,0.0047294667,0.0030519838,0.0013077582,5.01852571458775E-005,4.88837582857941E-005,0.0001671692,0.0029680558,0.0041155008,0.0047125339,0.0090441675,6.66871123898553E-005,0.0011723175,9.76867120814529E-005,0.0088741,0.0024041777,0.000784445,0.0019034409,0.0001525327,0.0013919854,0.0021953528,0.0010785775,0.0017903285,0.0011484173,0.0025466663,0.0001981491,0.0009285131,0.0016750501,0.001370142,0.0062603203,0.0030929785,0.0019827864,0.0001514558,0.0009085673,0.0061521313,0.0051079925
X268,8,africa african somalia somali mogadishu bank shabaab brics south continent ghana coast piracy oil pirates nigeria international west summit ,,NA,0.0045733458,0.0052455305,0.001796702,0.003859899,0.00220224,0.0020224906,0.0039596021,0.002588501,0.001754995,0.0016679359,0.0016965698,0.0032762373,0.0051353456,0.001814056,0.0018735357,0.0050202019,0.0038017432,0.0030189684,0.0014633286,0.0026729599,0.0016014405,0.0050933497,0.0033626008,0.0029471758,0.0035418469,0.0023798113,0.007246043,0.0030711994,0.0020739334,0.0034599675,0.0024998935,0.0022322038,0.0043943724,0.0049434708,0.0030642528,0.0025383803,0.0032678024,0.0023437914,0.001240958,0.0040878253,0.0041722886,0.0045744787,0.006171979,0.0029222644,0.0036538406,0.0048932498,0.0058782409,0.0086993802,0.0026733942,0.002662978,0.0125463978,0.0066322785,0.005945669,0.0096516007,0.0055037105,0.0102442682,0.0181574771,0.0083017633,0.0066817854,0.0052660727
X269,8,monday week sunday march editing reporting reuters day weekend international hours long morning due airport paragraph start saturday friday ,,NA,0.0134337287,0.0122805263,0.0171568986,0.0156951687,0.0162302458,0.016397619,0.0205994843,0.0140418824,0.0191261698,0.0160259352,0.0158799038,0.0187244166,0.0190433965,0.0244687029,0.014810124,0.0191399368,0.019618234,0.0154253669,0.0121195257,0.0173956115,0.0123472991,0.0234692706,0.0185550524,0.0179909657,0.0164640771,0.0192332973,0.0162238844,0.0169480351,0.0099343047,0.0089680074,0.0152481167,0.015899637,0.0139523857,0.0214142264,0.0132017625,0.011243361,0.0122581816,0.0158737672,0.0170913924,0.0156442457,0.0214213955,0.0183919913,0.0158135284,0.0145600133,0.0136679533,0.0092074668,0.0113003647,0.0149993773,0.014196504,0.0088420114,0.0158636229,0.0107223335,0.0130602659,0.0158643647,0.0155553018,0.0145702967,0.0123798828,0.0131684644,0.0161247301,0.0165808266
